TIMESTAMP,PROPOSER,PROPOSAL_ID,PROPOSAL_DESCRIPTION,PROPOSAL_STATUES
2021-03-25T15:58:35Z,0xd122638eca5bb644591fe660fce0b85e2ab6186a,42,"# Migration to Governor Bravo

",Executed
2021-03-14T22:25:55Z,0x54a37d93e57c5da659f508069cf65a381b61e189,41,"# Legacy market migration: WBTC
",Executed
2021-03-10T01:22:07Z,0x6626593c237f530d15ae9980a95ef938ac15c35c,40,"# Compound Grants Program
",Executed
2021-03-03T01:32:35Z,0x6626593c237f530d15ae9980a95ef938ac15c35c,39,"# ZRX, BAT, and WBTC Parameter Update

",Executed
2021-02-11T20:54:06Z,0x6626593c237f530d15ae9980a95ef938ac15c35c,38,"# Adjust BAT, ZRX collateral factors
",Defeated
2021-02-09T04:42:54Z,0x54a37d93e57c5da659f508069cf65a381b61e189,37,"# Return Accidentally Sent Funds
",Executed
2021-02-02T00:21:25Z,0x05c55b58b044342e89c343d2d6d53c08d26500bb,36,"# Set WBTC Collateral Factor to 75%
",Executed
2021-01-09T01:26:48Z,0x6626593c237f530d15ae9980a95ef938ac15c35c,35,"# COMP Speed Recalibration
",Executed
2020-12-21T23:42:06Z,0x54a37d93e57c5da659f508069cf65a381b61e189,34,"# Semi-Permanent Gas Saving Measures for the DAI Market
",Executed
2020-12-21T22:15:41Z,0x6626593c237f530d15ae9980a95ef938ac15c35c,33,"# Remove automatic COMP claims and COMP speed refresh
",Executed
2020-12-11T21:17:06Z,0x2f04664b18fb9b6d49124fcc876b52a4ba797718,32,"# Distribute COMP to Affected Users in the DAI Liquidations

",Defeated
2020-12-07T21:48:16Z,0x54a37d93e57c5da659f508069cf65a381b61e189,31,# Adjusting Reserve Factors,Executed
2020-12-05T23:13:06Z,0x6626593c237f530d15ae9980a95ef938ac15c35c,30,"# COMP Contributor Grants
## Summary

The [Compound Comptroller contract](https://etherscan.io/address/0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b) has a reserve of of over 100,000 COMP and growing. This proposal adds the ability for the Compound protocol to send this COMP to a particular user or group, selected by a governance vote. The functionality has two components:
1. `_grantComp`: An ability for Governance to pay a particular amount of COMP to a specific address
2. `_setContributorCompSpeed`: An ability for Goverance to _stream_ a grant to a participant.
An in-depth description of the changes can be found in [this forum post](https://www.comp.xyz/t/compound-contributor-grants/756) and the linked documents. We're looking forward to continuing the conversation on the forums.
Besides adding this functionality, we also:
1. Remove code from the Comptroller to reduce its size (making room for the changes mentioned above)
2. Award ourselves a COMP grant (1000 COMP) to offset development and audit costs.

## References
* [comp.xyz Forum post](https://www.comp.xyz/t/compound-contributor-grants/756)
* [Audit, by Quantstamp](https://certificate.quantstamp.com/full/compound-protocol)
* [Development Specification](https://www.notion.so/PUBLIC-Compound-vesting-specification-b52d1c6b3bc24f53b693ebe88d0c836f)
* [Pull request on Github](https://github.com/compound-finance/compound-protocol/pull/79)",Executed
2020-11-09T21:29:04Z,0x54a37d93e57c5da659f508069cf65a381b61e189,29,"# Delegate UNI 2
Proposal 28 was canceled due to an accidental drop in the proposer's delegations. This proposal is a new version of proposal 28.

This proposal acts to delegate the cUNI market liquidity to the community multisig. The community multisig will vote according to the consensus reached by cUNI holders but reserves the right to disqualify any manipulation used to gain an advantage in off-chain voting. Additionally, if a 10% quorum is not reached, the multisig will not vote. View [this discussion](https://www.comp.xyz/t/setup-community-cuni-voting/440) for more context. Off-chain voting will occur [here](https://cuni.comp.vote).

The last two calls distribute a bounty of $1200 worth of SAI from reserves to Arr00 for setting up the cUNI voting system.

The Multi-Sig requires 4-of-6 signers to approve any transaction. The signer addresses can be seen [here on Gnosis Safe](https://gnosis-safe.io/app/#/safes/0xbbf3f1421D886E9b2c5D716B5192aC998af2012c/settings), and currently include @aaaaaaaaaaaaa, @arr00, @blck, Compound Labs, Dharma Labs (@0age), and @jared. For full context and history on the Multi-Sig, please see [this post](https://www.comp.xyz/t/community-multisig-4-of-6-deployment/134) on the Compound Community Forum.",Executed
2020-11-02T00:49:47Z,0x14ee59975f7ee3a6ab8e9bc81a7e634fa66285b4,28,"# Delegate UNI
This proposal delegates the cUNI market liquidity to the community multisig. The community multisig will vote in Uniswap proposals according to the will of the cUNI holders, expressed through off-chain voting conducted [here](http://cuni.comp.vote). The multisig reserves the right to disqualify any manipulation used to gain an advantage in off-chain voting and will only vote if a 10% quorum is reached. Read the [discussion](https://www.comp.xyz/t/setup-community-cuni-voting/440) for more context.

The last two calls distribute a bounty of $1200 worth of SAI from reserves to Arr00 for setting up the cUNI voting system.

The Multi-Sig requires 4-of-6 signers to approve any transaction. The signer addresses can be seen [here on Gnosis Safe](https://gnosis-safe.io/app/#/safes/0xbbf3f1421D886E9b2c5D716B5192aC998af2012c/settings), and currently include @aaaaaaaaaaaaa, @arr00, @blck, Compound Labs, Dharma Labs (@0age), and @jared. For full context and history on the Multi-Sig, please see [this post](https://www.comp.xyz/t/community-multisig-4-of-6-deployment/134) on the Compound Community Forum.",Canceled
2020-10-12T17:18:10Z,0x54a37d93e57c5da659f508069cf65a381b61e189,27,"# Add COMP Support
This proposal adds Compound as a supported asset.

The cCOMP contract was deployed using existing, proven code. The implementation contract is the same contract as the cUNI implementation contract.

cCOMP uses a new [JumpRateModelV2](https://etherscan.io/address/0xd956188795ca6f4a74092ddca33e0ea4ca3a1395) interest rate model with the following parameters:
- 2% APY borrow base rate
- 20% APY borrow rate at kink
- Kink at 80% utilization
- 100% APY borrow rate at 100% utilization

The collateral factor for cCOMP is set to 60% and the reserve factor is set to 20%. A borrowing cap of 50k COMP is set as well.

[Discussion](https://www.comp.xyz/t/adding-comp-as-an-asset/470)",Executed
